Product ID	Product Name	Type	Mix PNumbers	Mix Ratios Low	Mix Ratios Default	Mix Ratios High	Supplier	Brand	Location (see company C-code )	Ingredients	Product Name Short	Product Title	Product Tag Line	Product Name Receipt	Product Name on UI	Product Description on UI	Features on UI	Ingredients on UI	Flow Calibration [ml/tick]	Notes	URL
P-105	Lavender & Bergamot - Liquid Hand Soap	Hand						everspring		Water, Sodium Coco-Sulfate (Plant-Derived), Glyceryl Caprylate/Caprate (Plant-Derived), Decyl Glucoside (Plant-Derived), Coco-Glucoside (Plant-Derived), Glyceryl Oleate (Plant-Derived), Sodium Chloride (Mineral-Based), Citric Acid (Plant-Derived), Propanediol (Plant-Derived), Tetrasodium Glutamate Diacetate (Plant-Derived), Magnesium Chloride (Mineral-Based), Potassium Sorbate, (Synthetic), Sodium Benzoate (Synthetic), Fragrance. (Parenthesis State Source Of Ingredient).				Lavender & Bergamot - Liquid Hand Soap	everspring<br>Lavender & Bergamot	We believe a cleaner home begins with Everspring Hand Soap. It is USDA-certified biobased and naturally fragranced with essential oils and plant extracts. Containing plant-derived ingredients and made without parabens and formaldehyde-donating preservatives, this biodegradable formula is non-toxic to humans when used as directed and never tested on animals. Our products are made with you, your home and family in mind.<br><br>97% USDA-certified biobased. <p style="text-indent: 500px;"><span style="background-color: #ffcc00; color: #333; padding: 10px; border-radius: 5px; font-weight: bold;">Save 10% compared to in store</span><p><br><br>Down-to-earth solutions that are up to Earth's standards.	Gently cleanses & soothes<br><br> Non-toxic to humans when used as directed <br><br>Not tested on animals<br><br> 97% biobased product	Water, Sodium Coco-Sulfate (Plant-Derived), Glyceryl Caprylate/Caprate (Plant-Derived), Decyl Glucoside (Plant-Derived), Coco-Glucoside (Plant-Derived), Glyceryl Oleate (Plant-Derived), Sodium Chloride (Mineral-Based), Citric Acid (Plant-Derived), Propanediol (Plant-Derived), Tetrasodium Glutamate Diacetate (Plant-Derived), Magnesium Chloride (Mineral-Based), Potassium Sorbate, (Synthetic), Sodium Benzoate (Synthetic), Fragrance.<br><br>FOR EXTERNAL USE ONLY.  AVOID GETTING INTO EYES. IF EYE CONTACT OCCURS, FLUSH THOROUGHLY WITH WATER. IF IRRITATION PERSISTS, CONTACT PHYSICIAN. KEEP OUT OF REACH OF CHILDREN.	6.0		https://drive.google.com/file/d/1NWb2MfS1R0jALcHl1wQb1m_F91mfwArz/view?usp=drive_link
P-106	Lemon & Mint - Liquid Hand Soap	Hand						everspring		Water, Sodium Coco-Sulfate (Plant-Derived), Glyceryl Caprylate/Caprate (Plant-Derived), Decyl Glucoside, (Plant-Derived), Coco-Glucoside (Plant-Derived), Glyceryl Oleate (Plant-Derived), Sodium Chloride (Mineral-Based), Citric Acid (Plant-Derived), Propanediol (Plant-Derived), Tetrasodium Glutamate Diacetate (Plant-Derived), Magnesium Chloride (Mineral-Based), Potassium Sorbate (Synthetic), Sodium Benzoate (Synthetic), Fragrance. (Parenthesis State Source Of Ingredient).				Lemon & Mint - Liquid Hand Soap	everspring<br>Lemon & Mint	We believe a cleaner home begins with Everspring Hand Soap. It is USDA-certified biobased and naturally fragranced with essential oils and plant extracts. Containing plant-derived ingredients and made without parabens and formaldehyde-donating preservatives, this biodegradable formula is non-toxic to humans when used as directed and never tested on animals. Our products are made with you, your home and family in mind.<br><br>97% USDA-certified biobased. <p style="text-indent: 500px;"><span style="background-color: #ffcc00; color: #333; padding: 10px; border-radius: 5px; font-weight: bold;">Save 10% compared to in store</span><p><br><br>Down-to-earth solutions that are up to Earth's standards.	Gently cleanses & soothes<br><br> Non-toxic to humans when used as directed <br><br>Not tested on animals<br><br> 97% biobased product	Water, Sodium Coco-Sulfate (Plant-Derived), Glyceryl Caprylate/Caprate (Plant-Derived), Decyl Glucoside, (Plant-Derived), Coco-Glucoside (Plant-Derived), Glyceryl Oleate (Plant-Derived), Sodium Chloride (Mineral-Based), Citric Acid (Plant-Derived), Propanediol (Plant-Derived), Tetrasodium Glutamate Diacetate (Plant-Derived), Magnesium Chloride (Mineral-Based), Potassium Sorbate (Synthetic), Sodium Benzoate (Synthetic), Fragrance.<br><br>FOR EXTERNAL USE ONLY.  AVOID GETTING INTO EYES. IF EYE CONTACT OCCURS, FLUSH THOROUGHLY WITH WATER. IF IRRITATION PERSISTS, CONTACT PHYSICIAN. KEEP OUT OF REACH OF CHILDREN.	6.0		https://drive.google.com/file/d/13Jd4iZZUHflPhH0t9FZ0OPOS9uoDAMHo/view?usp=drive_link
P-107	Mixed berry 	Additive 						Sodastream		WATER, FRUCTOSE, SUGAR, APPLE JUICE CONCENTRATE, CITRIC ACID, NATURAL FLAVORS, ELDERBERRY JUICE CONCENTRATE, FRUIT AND VEGETABLE JUICE COLOR, POTASSIUM SORBATE (AS PRESERVATIVE).				Mixed berry 	Sodastream Mixed Berry						
P-108	Classic Syrup 	Additive 						Starbucks		SUGAR, WATER, NATURAL FLAVOUR,PRESERVATIVE: POTASSIUM SORBATE (E202),CITRIC ACID (E330).				Classic Syrup 	Starbucks Classic Syrup						
P-109	Pineapple Syrup	Additive						Trojan						Pineapple Syrup	Pineapple Syrup						
P-110	Berry Sugar water	Mixed Drink	1,108,107	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Berry Sugar water	Berry Sugar water						
P-111	Berry water	Mixed Drink	1,107	0.95,0.05	0.9,0.1	0.8,0.2								Berry water	Berry water						
P-112	Sugar water	Mixed Drink	1,108	0.95,0.05	0.9,0.1	0.8,0.2								Sugar water	Sugar water						
P-113	Very sweet Berry sugar water	Mixed Drink	1,108,107	0.7,0.25,0.05	0.6,0.3,0.1	0.5,0.35,0.15								Very sweet Berry sugar water	Very sweet Berry sugar water						
P-114	Very Berry sugar water	Mixed Drink	1,108,107	0.7,0.25,0.05	0.6,0.1,0.3	0.5,0.35,0.15								Very Berry sugar water	Very Berry sugar water						
P-115	Jordan water	Mixed Drink	1,108,120	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Jordan water	Jordan water						
P-116	Very Berry 	Mixed Drink	1,107,121	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Very Berry 	Very Berry 						
P-117	Jack Juice	Base												Jack Juice	Jack Juice						
P-118	Lode Liquid 	Base												Lode Liquid 	Lode Liquid 						
P-119	Daniel Drink	Base												Daniel Drink	Daniel Drink						
P-120	Pop	Additve												Pavel Pop	Pavel Pop						
P-121	Malt	Additive 												Melissa Malt	Melissa Malt						
P-122	Jorge Jarritos	Mixed Drink	117,121	0.8,0.2	0.7,0.3	0.6,0.4								Jorge Jarritos	Jorge Jarritos						
P-123	Josh Jasmine tea	Mixed Drink	119,109	0.8,0.2	0.7,0.3	0.6,0.4								Josh Jasmine tea	Josh Jasmine tea						
P-124	Ying Sling	Mixed Drink	118,108	0.8,0.2	0.7,0.3	0.6,0.4								Ying Sling	Ying Sling						
P-125	Izar Isotonic	Mixed Drink	91,120	0.8,0.2	0.7,0.3	0.6,0.4								Izar isotonic	Izar isotonic						
P-126	Andy Ale 	Mixed Drink	117,120	0.8,0.2	0.7,0.3	0.6,0.4								Andy Ale 	Andy Ale 						
P-127	Ash Splash	Mixed Drink	118,107	0.8,0.2	0.7,0.3	0.6,0.4								Ash Splash	Ash Splash						
P-128	Kombucha	Base												Kombucha	Kombucha						
P-129	Green Tea	Base												Green Tea	Green Tea						
P-130	Black Tea	Base												Black Tea	Black Tea						
P-131	Sparkling Water	Base												Sparkling Water	Sparkling Water						
P-132	Cold Brew Coffee	Base												Cold Brew Coffee	Cold Brew Coffee						
P-133	Demy Delight 	Mixed Drink	117,121,107	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Demy Delight 	Demy Delight 						
P-134	Melissa Malt	Mixed Drink	117,120,108	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Melissa Malt	Melissa Malt						
P-135	Pavel Pop	Mixed Drink	117,109,121	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Pavel Pop	Pavel Pop						
P-136	I Anita Drink	Mixed Drink	118,121,108	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								I Anita Drink	I Anita Drink						
P-137	Chia Wei Chai	Mixed Drink	118,109,108	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Chia Wei Chai	Chia Wei Chai						
P-138	Yu-Lin Oolong	Mixed Drink	118,120,121	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Yu-Lin Oolong	Yu-Lin Oolong						
P-139	Celeste Cocktail	Mixed Drink	119,109,107	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Celeste Cocktail	Celeste Cocktail						
P-140	Daniel Drink 2	Mixed Drink	119,109,120	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Daniel Drink 2	Daniel Drink 2						
P-141	Daniel Drink 3	Mixed Drink	119,107,108	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Daniel Drink 3	Daniel Drink 3						
P-142	Daniel Drink 4	Mixed Drink	119,107,121	0.9,0.05,0.05	0.8,0.1,0.1	0.7,0.15,0.15								Daniel Drink 4	Daniel Drink 4						
